Kingdom,Phylum,Subphylum,Class,Order,Suborder,Superfamilies,Family,Subfamily,Tribe,Genera
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Chthoniidae Daday 1888,,Ayyaloniini Ćurčić 2008,
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Chthoniidae Daday 1888,,Chthoniini Daday 1888,
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Chthoniidae Daday 1888,,Tyrannochthoniini Chamberlin 1962,
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,"Dracochelidae Schawaller, Shear and Bonamo 1991",,,"Dracochela Schawaller, Shear and Bonamo 1991"
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Lechytiidae Chamberlin 1929,,,Lechytia Balzan 1892
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Pseudotyrannochthoniidae Beier 1932,,,Afrochthonius Beier 1930
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Pseudotyrannochthoniidae Beier 1932,,,Allochthonius Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Pseudotyrannochthoniidae Beier 1932,,,Centrochthonius Beier 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Pseudotyrannochthoniidae Beier 1932,,,Pseudotyrannochthonius Beier 1930
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Pseudotyrannochthoniidae Beier 1932,,,Selachochthonius Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Anaulacodithella Beier 1944
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Chelignathus Menge 1854
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Compsaditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Cryptoditha Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Ditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Dithella Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Haploditha Caporiacco 1951
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Heterolophus Tömösváry 1884
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Neoditha Feio 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Pycnodithella Beier 1947
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Rheodithella Dashdamirov and Judson 2004
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Sororoditha Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Tridenchthonius Balzan 1887
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Typhloditha Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Verrucaditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Subfamily Tridenchthoniinae Balzan 1892,,Verrucadithella Beier 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Anaulacodithella Beier 1944
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Chelignathus Menge 1854
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Compsaditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Cryptoditha Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Ditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Dithella Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Haploditha Caporiacco 1951
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Heterolophus Tömösváry 1884
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Neoditha Feio 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Pycnodithella Beier 1947
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Rheodithella Dashdamirov and Judson 2004
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Sororoditha Chamberlin and R.V. Chamberlin 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Tridenchthonius Balzan 1887
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Typhloditha Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Verrucaditha Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Chthonioidea Daday 1888,Tridenchthoniidae Balzan 1892,Verrucadithinae Chamberlin 1929,,Verrucadithella Beier 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Feaelloidea Ellingsen 1906,Feaellidae Ellingsen 1906,,,Feaella Ellingsen 1906
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Feaelloidea Ellingsen 1906,Pseudogarypidae Chamberlin 1923,,,Neopseudogarypus Morris 1948
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Epiocheirata Harvey 1992,Feaelloidea Ellingsen 1906,Pseudogarypidae Chamberlin 1923,,,Pseudogarypus Ellingsen 1909
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Apocheiridium Chamberlin 1924
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Cheiridium Menge 1855
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Cryptocheiridium Chamberlin 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Electrobisium Cockerell 1917
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Neocheiridium Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Nesocheiridium Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Cheiridiinae Hansen 1894,,Pycnocheiridium Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Apocheiridium Chamberlin 1924
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Cheiridium Menge 1855
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Cryptocheiridium Chamberlin 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Electrobisium Cockerell 1917
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Neocheiridium Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Nesocheiridium Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Cheiridiidae Hansen 1894,Pycnocheiridiinae Beier 1964,,Pycnocheiridium Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Pseudochiridiidae Chamberlin 1923,,,Paracheiridium Vachon 1938
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Cheiridioidea Hansen 1894,Pseudochiridiidae Chamberlin 1923,,,Pseudochiridium With 1906
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Anatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Atemnus Canestrini 1884
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Athleticatemnus Beier 1979
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Brazilatemnus Muchmore 1975
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Caecatemnus Mahnert 1985
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Catatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Cyclatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Diplotemnus Chamberlin 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Mesatemnus Beier and Turk 1952
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Metatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Micratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Miratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Oratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Paratemnoides Harvey 1991
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Progonatemnus Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Stenatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Synatemnus Beier 1944
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Tamenus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Titanatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Trinidadatemnus Tooren 2008
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Atemninae Chamberlin 1930,,Tullgrenius Chamberlin 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Anatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Atemnus Canestrini 1884
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Athleticatemnus Beier 1979
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Brazilatemnus Muchmore 1975
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Caecatemnus Mahnert 1985
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Catatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Cyclatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Diplotemnus Chamberlin 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Mesatemnus Beier and Turk 1952
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Metatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Micratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Miratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Oratemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Paratemnoides Harvey 1991
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Progonatemnus Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Stenatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Synatemnus Beier 1944
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Tamenus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Titanatemnus Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Trinidadatemnus Tooren 2008
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Atemnidae Chamberlin 1931,Subfamily Miratemninae Beier 1932,,Tullgrenius Chamberlin 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Aporochelifer Beier 1953
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Aspurochelifer Benedict and Malcolm 1979
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Beierius Chamberlin 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Centrochelifer Beier 1959
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Chelifer Geoffroy 1762
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Cubachelifer Hoff 1946
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Dichela Menge 1854
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Florichelifer Hoff 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Haplochelifer Chamberlin 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Hygrochelifer Murthy and Ananthakrishnan 1977
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Hysterochelifer Chamberlin 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Cheliferidae Risso 1827,Subfamily Cheliferinae Risso 1827,Tribe Cheliferini Risso 1827,Idiochelifer Chamberlin 1932
