Kingdom,Phylum,Subphylum,Class,Order,Suborder,Superfamilies,Family,Subfamily,Tribe,Genera
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Asterochernes Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Atherochernes Beier 1954
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Austrochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Barbaraella Harvey 1995
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Bituberochernes Muchmore 1974
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Byrsochernes Beier 1959
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Cacoxylus Beier 1965
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Caffrowithius Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Calidiochernes Beier 1954
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Caribochernes Beier 1976
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Ceratochernes Mahnert 1994
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Ceriochernes Beier 1937
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Chelanops Gervais 1849
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Chelodamus R.V. Chamberlin 1925
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Chernes Menge 1855
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Chiridiochernes Muchmore 1972
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Chrysochernes Hoff 1956
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Cocinachernes Hentschel and Muchmore 1989
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Coprochernes Beier 1976
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Cordylochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Corosoma Karsch 1879
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Corticochernes Tooren 2008
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Cyclochernes Beier 1970
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Dasychernes Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Dendrochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Dinocheirus Chamberlin 1929
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Dinochernes Beier 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Diplothrixochernes Beier 1962
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Epactiochernes Muchmore 1974
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Epichernes Muchmore 1982
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Eumecochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Gelachernes Beier 1940
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Gigantochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Gomphochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Haplochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Hebridochernes Beier 1940
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Hesperochernes Chamberlin 1924
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Heterochernes Beier 1966
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Hexachernes Beier 1953
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Illinichernes Hoff 1949
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Incachernes Beier 1933
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Indochernes Murthy and Ananthakrishnan 1977
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Interchernes Muchmore 1980
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Lustrochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Macrochernes Hoff 1946
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Maorichernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Maxchernes Feio 1960
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Meiochernes Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Mesochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Metagoniochernes Vachon 1939
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Mexachernes Hoff 1947
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Mirochernes Beier 1930
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Mucrochernes Muchmore 1973
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Neoallochernes Hoff 1947
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Neochelanops Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Neochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Nesidiochernes Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Nesiotochernes Beier 1976
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Nesochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Ochrochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Odontochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Oligochernes Beier 1937
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Opsochernes Beier 1966
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Orochernes Beier 1968
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Pachychernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Paracanthicochernes Beier 1966
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Parachernes Chamberlin 1931
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Parapilanus Beier 1973
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Paraustrochernes Beier 1966
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Parazaona Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Petterchernes Heurtault 1986
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Phaulochernes Beier 1976
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Phymatochernes Mahnert 1979
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Pilanus Beier 1930
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Pseudopilanus Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Reischekia Beier 1948
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Rhinochernes Beier 1955
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Rhopalochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Satrapanus Harvey and Volschenk 2007
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Semeiochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Smeringochernes Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Spelaeochernes Mahnert 2001
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Sphenochernes Turk 1953
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Sundochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Sundowithius Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Systellochernes Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Teratochernes Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Thalassochernes Beier 1940
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Thapsinochernes Beier 1957
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Troglochernes Beier 1969
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Tuberochernes Muchmore 1997
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Tychochernes Hoff 1956
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Verrucachernes Chamberlin 1947
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Wyochernes Hoff 1949
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Chernetini Menge 1855,Zaona Chamberlin 1925
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Myrmochernetini Chamberlin 1931,Marachernes Harvey 1992
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Myrmochernetini Chamberlin 1931,Myrmochernes Tullgren 1907
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Chernetinae Menge 1855,Tribe Myrmochernetini Chamberlin 1931,Xenochernes Feio 1945
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Acanthicochernes Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Acuminochernes Hoff 1949
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Adelphochernes Beier 1937
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Allochernes Beier 1932
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Americhernes Muchmore 1976
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Anaperochernes Beier 1964
Animalia,Arthropoda,Chelicerata,Arachnida,Pseudoscorpiones,Iocheirata Harvey 1992,Superfamily Cheliferoidea Risso 1826,Family Chernetidae Menge 1855,Subfamily Goniochernetinae Beier 1932,,Anthrenochernes Lohmander 1939
